"Date & Time","Comment","Sample ID","Sample Type","pH","PO2","PCO2","Gln","Glu","Gluc","Lac","NH4+","Na+","K+","Ca++","Osm","Pre-Dilution Multiplier","Vessel ID","Batch ID","Cell Type","Vessel Temperature (°C)","Vessel Pressure (psi)","Sparging O2%","pH @ Temp","PO2 @ Temp","PCO2 @ Temp","O2 Saturation","CO2 Saturation","HCO3","pH / Gas Flow Time","Chemistry Flow Time","Chemistry Dilution Ratio","Tray Location","Chemistry Cartridge Lot Number","Chemistry Card Lot Number","Gas Cartridge Lot Number","Gas Card Lot Number","Time In Tray","Sample Time","Operator"11/29/2023  1:20:22 PM,,Testpbs-95,Chemistry only,,,,,,,,,,,,,1.0,D10,FRESH,,37.0,0.0,20.9,,,,,,,,,1:1,,23293018.0,23268020.0,23237041.0,23216003.0,,11/29/2023  1:20:22 PM,novaservice
12/5/2023  4:42:02 PM,,EXP50-18,Chemistry only,,,,0.03,0.04,1.5,2.81,2.95,166.3,5.43,0.73,,1.0,,A18,,37.0,0.0,20.9,,,,,,,,6.54,1:1,B7,23293018,23268020,23237041,23216003,44:06,12/5/2023  4:42:02 PM,novaservice
12/5/2023  4:44:15 PM,,EXP50-19,Chemistry only,,,,0.06,0.04,1.29,2.6,2.85,151.4,4.99,0.69,,1.0,,A18,,37.0,0.0,20.9,,,,,,,,6.62,1:1,B8,23293018,23268020,23237041,23216003,46:18,12/5/2023  4:44:15 PM,novaservice
12/5/2023  4:46:17 PM,,EXP50-20,Chemistry only,,,,0.04,0.05,1.17,2.95,3.18,163.6,5.52,0.72,,1.0,,A18,,37.0,0.0,20.9,,,,,,,,6.73,1:1,B9,23293018,23268020,23237041,23216003,48:20,12/5/2023  4:46:17 PM,novaservice
12/5/2023  4:48:19 PM,,EXP50-21,Chemistry only,,,,0.25,0.07,1.53,2.87,3.0,168.1,5.59,0.74,,1.0,,A18,,37.0,0.0,20.9,,,,,,,,6.67,1:1,B10,23293018,23268020,23237041,23216003,50:22,12/5/2023  4:48:19 PM,novaservice
12/5/2023  4:50:21 PM,,EXP50-22,Chemistry only,,,,0.41,0.06,1.45,2.82,2.8,166.1,5.57,0.73,,1.0,,A18,,37.0,0.0,20.9,,,,,,,,6.72,1:1,B11,23293018,23268020,23237041,23216003,52:21,12/5/2023  4:50:21 PM,novaservice
12/5/2023  4:52:24 PM,,EXP50-46,Chemistry only,,,,2.71,0.12,4.48,0.2,0.91,156.6,5.28,0.53,,1.0,,D02,,37.0,0.0,20.9,,,,,,,,6.49,1:1,B12,23293018,23268020,23237041,23216003,53:41,12/5/2023  4:52:24 PM,novaservice
12/5/2023  5:41:36 PM,,A19,Chemistry only,,,,1.71,0.63,3.78,0.41,1.32,154.1,5.13,0.56,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.55,1:1,C1,23293018,23268020,23237041,23216003,3:26,12/5/2023  5:41:36 PM,novaservice
12/5/2023  5:43:38 PM,,A19,Chemistry only,,,,1.82,0.56,4.35,0.69,1.66,171.8,5.65,0.72,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.59,1:1,C2,23293018,23268020,23237041,23216003,4:22,12/5/2023  5:43:38 PM,novaservice
12/5/2023  5:45:49 PM,,A19,Chemistry only,,,,1.25,0.68,4.0,0.94,1.91,170.1,5.58,0.7,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.61,1:1,C3,23293018,23268020,23237041,23216003,6:34,12/5/2023  5:45:49 PM,novaservice
12/5/2023  5:47:52 PM,,A19,Chemistry only,,,,0.56,0.73,3.31,1.51,2.31,170.3,5.54,0.73,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.64,1:1,C4,23293018,23268020,23237041,23216003,8:35,12/5/2023  5:47:52 PM,novaservice
12/5/2023  5:49:54 PM,,A19,Chemistry only,,,,0.48,0.53,2.74,1.98,2.46,169.2,5.44,0.74,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.57,1:1,C5,23293018,23268020,23237041,23216003,10:37,12/5/2023  5:49:54 PM,novaservice
12/5/2023  5:51:56 PM,,A19,Chemistry only,,,,0.25,0.25,1.87,2.64,2.83,168.4,5.47,0.74,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.57,1:1,C6,23293018,23268020,23237041,23216003,12:39,12/5/2023  5:51:56 PM,novaservice
12/5/2023  5:53:58 PM,,A19,Chemistry only,,,,0.27,0.15,1.9,2.64,2.76,168.5,5.5,0.73,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.76,1:1,C7,23293018,23268020,23237041,23216003,14:41,12/5/2023  5:53:58 PM,novaservice
12/5/2023  5:56:10 PM,,A19,Chemistry only,,,,0.28,0.07,1.78,2.61,2.76,164.0,5.38,0.72,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.66,1:1,C8,23293018,23268020,23237041,23216003,16:52,12/5/2023  5:56:10 PM,novaservice
12/5/2023  5:58:13 PM,,A19,Chemistry only,,,,0.19,0.06,1.5,2.84,2.89,166.4,5.55,0.73,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.45,1:1,C9,23293018,23268020,23237041,23216003,18:54,12/5/2023  5:58:13 PM,novaservice
12/5/2023  6:00:14 PM,,A19,Chemistry only,,,,0.4,0.08,1.76,2.77,2.77,168.9,5.58,0.74,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.38,1:1,C10,23293018,23268020,23237041,23216003,20:55,12/5/2023  6:00:14 PM,novaservice
12/5/2023  6:02:28 PM,,A19,Chemistry only,,,,0.5,0.07,1.66,2.73,2.7,164.6,5.48,0.72,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.45,1:1,C11,23293018,23268020,23237041,23216003,23:07,12/5/2023  6:02:28 PM,novaservice
12/5/2023  6:04:30 PM,,FRESH D04,Chemistry only,,,,2.74,0.13,4.66,0.2,1.06,162.7,5.47,0.58,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.57,1:1,C12,23293018,23268020,23237041,23216003,25:02,12/5/2023  6:04:30 PM,novaservice
12/5/2023  6:06:42 PM,,A20,Chemistry only,,,,1.9,0.78,4.29,0.47,1.4,167.4,5.61,0.6,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.77,1:1,D1,23293018,23268020,23237041,23216003,26:58,12/5/2023  6:06:42 PM,novaservice
12/5/2023  6:08:45 PM,,A20,Chemistry only,,,,2.01,0.57,4.69,0.68,1.6,183.0,5.99,0.75,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.6,1:1,D2,23293018,23268020,23237041,23216003,28:52,12/5/2023  6:08:45 PM,novaservice
12/5/2023  6:10:47 PM,,A20,Chemistry only,,,,1.59,0.6,4.19,0.66,1.7,163.6,5.42,0.71,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.61,1:1,D3,23293018,23268020,23237041,23216003,30:53,12/5/2023  6:10:47 PM,novaservice
12/5/2023  6:12:49 PM,,A20,Chemistry only,,,,1.54,0.69,4.32,0.9,1.87,179.1,5.93,0.68,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.56,1:1,D4,23293018,23268020,23237041,23216003,32:55,12/5/2023  6:12:49 PM,novaservice
12/5/2023  6:14:52 PM,,A20,Chemistry only,,,,1.52,0.64,4.2,1.03,1.96,179.3,5.91,0.75,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.69,1:1,D5,23293018,23268020,23237041,23216003,34:57,12/5/2023  6:14:52 PM,novaservice
12/5/2023  6:17:04 PM,,A20,Chemistry only,,,,1.23,0.79,4.21,1.65,2.37,196.7,6.26,0.81,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.71,1:1,D6,23293018,23268020,23237041,23216003,37:09,12/5/2023  6:17:04 PM,novaservice
12/5/2023  6:19:06 PM,,A20,Chemistry only,,,,0.88,0.61,3.29,1.67,2.22,173.8,5.67,0.74,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.68,1:1,D7,23293018,23268020,23237041,23216003,39:10,12/5/2023  6:19:06 PM,novaservice
12/5/2023  6:21:09 PM,,A20,Chemistry only,,,,0.75,0.55,3.17,2.28,2.56,188.7,6.03,0.77,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.68,1:1,D8,23293018,23268020,23237041,23216003,41:13,12/5/2023  6:21:09 PM,novaservice
12/5/2023  6:23:23 PM,,A20,Chemistry only,,,,0.38,0.29,2.03,2.54,2.62,167.6,5.43,0.73,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.48,1:1,D9,23293018,23268020,23237041,23216003,43:27,12/5/2023  6:23:23 PM,novaservice
12/5/2023  6:25:25 PM,,A20,Chemistry only,,,,0.49,0.3,2.23,2.61,2.71,176.7,5.82,0.75,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.71,1:1,D10,23293018,23268020,23237041,23216003,45:28,12/5/2023  6:25:25 PM,novaservice
12/5/2023  6:27:37 PM,,A20,Chemistry only,,,,0.49,0.13,2.0,2.51,2.53,163.3,5.39,0.71,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.62,1:1,D11,23293018,23268020,23237041,23216003,47:40,12/5/2023  6:27:37 PM,novaservice
12/5/2023  6:29:40 PM,,FRESH D06,Chemistry only,,,,2.46,0.11,4.25,0.17,1.0,141.5,4.71,0.68,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.59,1:1,D12,23293018,23268020,23237041,23216003,49:42,12/5/2023  6:29:40 PM,novaservice
12/5/2023  6:31:42 PM,,FRESH D08,Chemistry only,,,,5.83,0.31,9.84,0.39,1.62,282.2,8.0,0.56,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.59,1:1,E12,23293018,23268020,23237041,23216003,51:31,12/5/2023  6:31:42 PM,novaservice
12/5/2023  6:33:44 PM,,FRESH D10,Chemistry only,,,,5.47,0.33,9.48,0.53,1.71,282.8,8.14,0.46,,1.0,EXP50,,,37.0,0.0,20.9,,,,,,,,6.49,1:1,F12,23293018,23268020,23237041,23216003,53:30,12/5/2023  6:33:44 PM,novaservice
12/7/2023  1:42:36 PM,,flstd231101,Chemistry only,,,,3.63,2.29,4.11,0.0,2.23,159.0,4.36,0.08,,1.0,FRIDGE_NEWCARTRIDGE,,,37.0,0.0,20.9,,,,,,,,6.51,1:1,H1,23293018,23268020,23237041,23216003,0:21,12/7/2023  1:42:36 PM,novaservice
12/7/2023  1:46:14 PM,,flstd231101,Chemistry only,,,,3.68,2.33,4.14,0.01,2.2,154.0,4.26,0.07,,1.0,FRIDGE,,,37.0,0.0,20.9,,,,,,,,6.73,1:1,H1,23293018,23268020,23237041,23216003,0:30,12/7/2023  1:46:14 PM,novaservice
12/7/2023  1:48:16 PM,,flstd231101,Chemistry only,,,,3.82,2.27,4.05,0.01,1.94,149.9,4.16,0.07,,1.0,FREEZER,,,37.0,0.0,20.9,,,,,,,,6.63,1:1,H2,23293018,23268020,23237041,23216003,2:23,12/7/2023  1:48:16 PM,novaservice
12/11/2023  11:56:27 AM,,flstd231101,Chemistry only,,,,3.67,2.3,4.11,0.0,2.28,163.1,4.41,0.07,,1.0,FRIDGE,,,37.0,0.0,20.9,,,,,,,,6.26,1:1,H4,23293018,23268020,23237041,23216003,0:18,12/11/2023  11:56:27 AM,novaservice
12/11/2023  11:59:39 AM,,flstd231101,Chemistry only,,,,3.89,2.27,4.12,0.01,1.96,152.9,4.22,0.06,,1.0,FREEZER,,,37.0,0.0,20.9,,,,,,,,6.55,1:1,H5,23293018,23268020,23237041,23216003,0:15,12/11/2023  11:59:39 AM,novaservice
12/11/2023  12:57:18 PM,,EXP58,Chemistry only,,,,4.17,0.05,4.83,0.01,0.43,168.0,5.6,1.49,,1.0,,WEEK OLD,,37.0,0.0,20.9,,,,,,,,6.5,1:1,,23293018,23268020,23237041,23216003,,12/11/2023  12:57:18 PM,novaservice
12/13/2023  12:48:48 PM,,EXP057,Chemistry only,,,,2.68,0.18,4.27,0.19,1.25,164.4,6.22,1.61,,1.0,FRESH,d14,Contemporaneous,37.0,0.0,20.9,,,,,,,,6.75,1:1,2,23293018,23268020,23237041,23216003,0:03,12/13/2023  12:48:48 PM,novaservice
12/13/2023  12:53:30 PM,,flstd231101,Chemistry only,,,,3.68,2.28,4.11,0.01,2.21,153.3,4.25,0.07,,1.0,FRIDGE,,,37.0,0.0,20.9,,,,,,,,6.76,1:1,16,23293018,23268020,23237041,23216003,0:05,12/13/2023  12:53:30 PM,novaservice
12/13/2023  12:57:21 PM,,flstd231101,Chemistry only,,,,3.98,2.32,4.15,0.01,1.98,153.1,4.24,0.06,,1.0,FREEZER,,,37.0,0.0,20.9,,,,,,,,6.73,1:1,1,23293018,23268020,23237041,23216003,0:36,12/13/2023  12:57:21 PM,novaservice
12/13/2023  1:01:27 PM,,EXP057,Chemistry only,,,,1.35,0.36,2.98,1.42,2.29,162.2,6.34,1.48,,1.0,B7,d14,Spent,37.0,0.0,20.9,,,,,,,,6.64,1:1,5,23293018,23268020,23237041,23216003,0:47,12/13/2023  1:01:27 PM,novaservice
12/13/2023  1:03:34 PM,,EXP057,Chemistry only,,,,1.4,0.32,3.0,1.29,2.24,158.8,6.22,1.47,,1.0,B8,d14,Spent,37.0,0.0,20.9,,,,,,,,6.68,1:1,6,23293018,23268020,23237041,23216003,2:38,12/13/2023  1:03:34 PM,novaservice
12/13/2023  1:05:41 PM,,EXP057,Chemistry only,,,,1.51,0.36,3.05,1.44,2.21,164.6,6.47,1.51,,1.0,B9,d14,Spent,37.0,0.0,20.9,,,,,,,,6.55,1:1,7,23293018,23268020,23237041,23216003,4:45,12/13/2023  1:05:41 PM,novaservice
12/13/2023  1:07:48 PM,,EXP057,Chemistry only,,,,1.41,0.4,2.99,1.4,2.27,162.0,6.35,1.49,,1.0,B10,d14,Spent,37.0,0.0,20.9,,,,,,,,6.68,1:1,8,23293018,23268020,23237041,23216003,6:52,12/13/2023  1:07:48 PM,novaservice
12/13/2023  1:09:55 PM,,EXP057,Chemistry only,,,,1.2,0.32,2.85,1.41,2.36,159.3,6.24,1.46,,1.0,B11,d14,Spent,37.0,0.0,20.9,,,,,,,,6.64,1:1,9,23293018,23268020,23237041,23216003,8:59,12/13/2023  1:09:55 PM,novaservice
12/13/2023  1:12:13 PM,,EXP057,Chemistry only,,,,1.31,0.36,2.95,1.46,2.31,162.5,6.35,1.49,,1.0,B12,d14,Spent,37.0,0.0,20.9,,,,,,,,6.59,1:1,10,23293018,23268020,23237041,23216003,11:15,12/13/2023  1:12:13 PM,novaservice
12/13/2023  2:23:58 PM,,CC1--1,Chemistry only,,,,1.28,0.7,2.78,1.67,2.04,162.5,6.05,1.44,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.68,1:1,A2,23293018,23268020,23237041,23216003,38:20,12/13/2023  2:23:58 PM,novaservice
12/13/2023  2:26:16 PM,,CC1--2,Chemistry only,,,,1.06,0.54,2.74,1.16,1.99,141.1,5.26,1.32,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.69,1:1,A3,23293018,23268020,23237041,23216003,23:44,12/13/2023  2:26:16 PM,novaservice
12/13/2023  2:28:19 PM,,CC1--3,Chemistry only,,,,0.69,0.63,2.94,1.49,2.43,162.4,5.97,1.35,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.77,1:1,A4,23293018,23268020,23237041,23216003,25:46,12/13/2023  2:28:19 PM,novaservice
12/13/2023  2:30:22 PM,,CC1--4,Chemistry only,,,,0.13,0.7,2.24,1.8,2.65,154.7,5.7,1.24,,1.0,,,,37.0,0.0,20.9,,,,,,,,6.61,1:1,A5,23293018,23268020,23237041,23216003,27:49,12/13/2023  2:30:22 PM,novaservice
